Order ID, Amount , Profit ,Quantity,Category,Sub-Category,PaymentMode,Order Date,Day,Month,Year,CustomerName,State,City
B-25142," $5,105.00 ", $465.00 ,5,Electronics,Printers,UPI,12-11-2021,12,11,2021,Marc Strickland,Florida,Orlando
B-25142," $6,940.00 ", $253.00 ,15,Furniture,Bookcases,Debit Card,12-11-2021,12,11,2021,Marc Strickland,Florida,Orlando
B-26516," $6,973.00 "," $3,038.00 ",10,Furniture,Tables,COD,11-11-2021,11,11,2021,Deborah Hoffman,Florida,Miami
B-26516," $8,590.00 "," $3,565.00 ",15,Electronics,Electronic Games,EMI,11-11-2021,11,11,2021,Deborah Hoffman,Florida,Miami
B-26759," $4,441.00 ", $281.00 ,20,Electronics,Printers,COD,10-11-2024,10,11,2024,Rebecca Smith,Texas,Dallas
B-26759," $8,563.00 "," $2,624.00 ",8,Office Supplies,Binders,COD,10-11-2024,10,11,2024,Rebecca Smith,Texas,Dallas
B-25976," $4,307.00 ", $615.00 ,3,Electronics,Electronic Games,UPI,10-11-2020,10,11,2020,Francisco Hicks,Illinois,Springfield
B-25976," $5,694.00 "," $1,134.00 ",5,Furniture,Chairs,EMI,10-11-2020,10,11,2020,Francisco Hicks,Illinois,Springfield
B-25759," $5,014.00 "," $2,332.00 ",2,Furniture,Chairs,COD,10-11-2020,10,11,2020,Leah Calderon,Illinois,Chicago
B-26552," $2,804.00 ", $936.00 ,10,Electronics,Electronic Games,Credit Card,09-11-2020,9,11,2020,Larry Moore,Florida,Tampa
B-25238," $7,600.00 "," $1,098.00 ",10,Office Supplies,Pens,UPI,09-11-2023,9,11,2023,Walter Crawford,Illinois,Springfield
B-25238," $7,501.00 ", $262.00 ,18,Office Supplies,Paper,COD,09-11-2023,9,11,2023,Walter Crawford,Illinois,Springfield
B-26159," $7,700.00 "," $2,712.00 ",1,Furniture,Sofas,Credit Card,07-11-2023,7,11,2023,Cheyenne Rose,Florida,Orlando
B-26159," $7,484.00 "," $2,871.00 ",15,Electronics,Phones,UPI,07-11-2023,7,11,2023,Cheyenne Rose,Florida,Orlando
B-25043," $2,727.00 ", $663.00 ,8,Electronics,Phones,Credit Card,07-11-2022,7,11,2022,Austin Hammond,Florida,Miami
B-25962," $4,202.00 "," $1,171.00 ",3,Office Supplies,Markers,COD,06-11-2023,6,11,2023,William Wu,Florida,Tampa
B-25602," $4,853.00 "," $1,764.00 ",9,Office Supplies,Pens,Debit Card,06-11-2021,6,11,2021,Rhonda Harris,Florida,Orlando
B-25465, $717.00 , $158.00 ,16,Furniture,Tables,Credit Card,06-11-2020,6,11,2020,Robert White,Florida,Orlando
B-25465, $508.00 , $177.00 ,17,Furniture,Sofas,UPI,06-11-2020,6,11,2020,Robert White,Florida,Orlando
B-26485," $9,084.00 "," $3,253.00 ",12,Office Supplies,Pens,Debit Card,05-11-2023,5,11,2023,Marisa Prince,New York,Buffalo
B-26724," $9,694.00 "," $4,361.00 ",1,Furniture,Chairs,EMI,04-11-2023,4,11,2023,Roberto Parrish,Illinois,Springfield
B-26043," $8,769.00 "," $1,989.00 ",20,Office Supplies,Paper,UPI,03-11-2020,3,11,2020,Sara Peterson,Illinois,Chicago
B-25316," $5,462.00 ", $673.00 ,12,Electronics,Printers,Debit Card,03-11-2022,3,11,2022,John Thompson,Texas,Austin
B-25819," $2,589.00 ", $605.00 ,11,Office Supplies,Pens,EMI,02-11-2023,2,11,2023,Robert Rojas,California,San Francisco
B-25398," $9,215.00 ", $767.00 ,13,Electronics,Printers,COD,01-11-2021,1,11,2021,Heather Bell,California,San Francisco
B-26980," $9,752.00 "," $3,618.00 ",5,Furniture,Bookcases,Debit Card,31-10-2022,31,10,2022,Joseph Knight,Illinois,Peoria
B-25962," $4,202.00 "," $1,171.00 ",3,Office Supplies,Markers,COD,31-10-2022,31,10,2022,Donald Moore,New York,Rochester
B-25888," $8,858.00 "," $3,394.00 ",6,Furniture,Chairs,COD,31-10-2024,31,10,2024,Victor Collins,California,San Diego
B-25829," $9,640.00 "," $2,606.00 ",2,Furniture,Bookcases,Credit Card,31-10-2021,31,10,2021,Anthony Barnett,Illinois,Peoria
B-25770," $8,548.00 "," $2,305.00 ",1,Office Supplies,Binders,COD,30-10-2022,30,10,2022,James Taylor,Florida,Tampa
B-25394," $3,686.00 ", $760.00 ,20,Office Supplies,Pens,Debit Card,30-10-2022,30,10,2022,Tyler Park,California,San Francisco
B-26961," $5,193.00 "," $2,530.00 ",5,Furniture,Sofas,Debit Card,29-10-2021,29,10,2021,Johnny Hill,California,San Diego
B-25703," $9,438.00 "," $1,801.00 ",4,Electronics,Electronic Games,COD,29-10-2023,29,10,2023,Lindsay Jackson,Texas,Austin
B-25574," $5,313.00 "," $2,037.00 ",7,Electronics,Printers,Debit Card,29-10-2021,29,10,2021,Jacob Torres,Texas,Houston
B-25999," $2,740.00 ", $558.00 ,8,Office Supplies,Pens,UPI,28-10-2023,28,10,2023,Nancy Boyd,Ohio,Cincinnati
B-25999," $7,895.00 "," $1,005.00 ",1,Furniture,Chairs,Credit Card,28-10-2023,28,10,2023,Nancy Boyd,Ohio,Cincinnati
B-25406," $6,016.00 ", $431.00 ,20,Office Supplies,Pens,UPI,28-10-2020,28,10,2020,Megan Williams,Illinois,Chicago
B-26489," $6,223.00 "," $1,478.00 ",3,Furniture,Sofas,Debit Card,27-10-2023,27,10,2023,Anna Blackburn,Ohio,Cincinnati
B-26489," $3,297.00 ", $102.00 ,12,Electronics,Phones,Credit Card,27-10-2023,27,10,2023,Anna Blackburn,Ohio,Cincinnati
B-26489," $2,791.00 ", $894.00 ,14,Electronics,Laptops,COD,27-10-2023,27,10,2023,Anna Blackburn,Ohio,Cincinnati
B-26489," $8,943.00 "," $3,121.00 ",17,Furniture,Chairs,Debit Card,27-10-2023,27,10,2023,Anna Blackburn,Ohio,Cincinnati
B-25992," $8,572.00 "," $2,041.00 ",8,Furniture,Tables,EMI,27-10-2020,27,10,2020,Diana Scott,California,San Diego
B-25992," $8,059.00 "," $1,834.00 ",10,Electronics,Printers,Credit Card,27-10-2020,27,10,2020,Diana Scott,California,San Diego
B-26754," $1,089.00 ", $176.00 ,16,Office Supplies,Markers,EMI,26-10-2020,26,10,2020,Robin Myers,Texas,Dallas
B-25849," $6,934.00 "," $1,152.00 ",6,Office Supplies,Pens,Credit Card,26-10-2021,26,10,2021,William Russell,Texas,Austin
B-25849," $2,901.00 "," $1,411.00 ",2,Office Supplies,Paper,Debit Card,26-10-2021,26,10,2021,William Russell,Texas,Austin
B-25068, $914.00 , $163.00 ,13,Office Supplies,Markers,UPI,26-10-2024,26,10,2024,Andrea Hill,Illinois,Chicago
B-25949," $4,510.00 "," $1,896.00 ",5,Office Supplies,Paper,EMI,25-10-2023,25,10,2023,Johnny Simon,California,Los Angeles
B-25465, $717.00 , $158.00 ,16,Furniture,Tables,Credit Card,24-10-2023,24,10,2023,Sylvia Barron,New York,Rochester
B-25465, $508.00 , $177.00 ,17,Furniture,Sofas,UPI,24-10-2023,24,10,2023,Sylvia Barron,New York,Rochester
B-26800," $3,283.00 ", $71.00 ,6,Office Supplies,Pens,EMI,23-10-2021,23,10,2021,Anthony Williams,New York,Rochester
B-26800," $8,568.00 "," $2,419.00 ",11,Electronics,Electronic Games,UPI,23-10-2021,23,10,2021,Anthony Williams,New York,Rochester
B-26528," $2,663.00 ", $64.00 ,19,Furniture,Sofas,COD,23-10-2021,23,10,2021,Megan Davis,Ohio,Cleveland
B-25464," $2,504.00 ", $440.00 ,18,Electronics,Printers,UPI,23-10-2020,23,10,2020,Melissa Mcknight,California,Los Angeles
B-25464," $3,124.00 ", $138.00 ,16,Electronics,Phones,Debit Card,23-10-2020,23,10,2020,Melissa Mcknight,California,Los Angeles
B-25464," $6,145.00 "," $1,414.00 ",4,Furniture,Chairs,COD,23-10-2020,23,10,2020,Melissa Mcknight,California,Los Angeles
B-26670," $5,151.00 "," $1,680.00 ",5,Electronics,Printers,EMI,22-10-2022,22,10,2022,Robert Brooks,Texas,Houston
B-25944," $5,954.00 "," $2,640.00 ",14,Electronics,Laptops,Credit Card,22-10-2022,22,10,2022,Jessica Russell,Texas,Dallas
B-26916," $1,165.00 ", $302.00 ,20,Furniture,Sofas,UPI,21-10-2022,21,10,2022,Kaylee Glover,Illinois,Springfield
B-26916," $1,165.00 ", $302.00 ,20,Furniture,Sofas,UPI,21-10-2020,21,10,2020,Pamela Patterson,California,San Francisco
B-26916, $916.00 , $362.00 ,7,Office Supplies,Pens,UPI,21-10-2022,21,10,2022,Kaylee Glover,Illinois,Springfield
B-26916, $916.00 , $362.00 ,7,Office Supplies,Pens,UPI,21-10-2020,21,10,2020,Pamela Patterson,California,San Francisco
B-26916," $7,846.00 ", $677.00 ,12,Furniture,Chairs,UPI,21-10-2022,21,10,2022,Kaylee Glover,Illinois,Springfield
B-26916," $7,846.00 ", $677.00 ,12,Furniture,Chairs,UPI,21-10-2020,21,10,2020,Pamela Patterson,California,San Francisco
B-26580," $4,007.00 ", $201.00 ,13,Furniture,Bookcases,COD,21-10-2020,21,10,2020,Kathryn Rogers,Ohio,Columbus
B-26258," $2,710.00 ", $555.00 ,20,Electronics,Laptops,Debit Card,21-10-2024,21,10,2024,Beverly Lamb,Illinois,Chicago
B-26258," $3,224.00 "," $1,018.00 ",14,Office Supplies,Binders,UPI,21-10-2024,21,10,2024,Beverly Lamb,Illinois,Chicago
B-25679, $810.00 , $231.00 ,18,Furniture,Bookcases,EMI,21-10-2020,21,10,2020,Jacob Decker,Florida,Tampa
B-25159," $5,338.00 "," $1,354.00 ",16,Office Supplies,Markers,UPI,21-10-2024,21,10,2024,Shannon Maynard,Florida,Orlando
B-26571," $9,548.00 "," $1,806.00 ",9,Electronics,Printers,COD,20-10-2022,20,10,2022,Kimberly Smith,Illinois,Springfield
B-26571," $7,472.00 "," $1,037.00 ",3,Office Supplies,Paper,COD,20-10-2022,20,10,2022,Kimberly Smith,Illinois,Springfield
B-26523," $2,850.00 ", $904.00 ,6,Electronics,Phones,EMI,20-10-2020,20,10,2020,Kristen Harper,New York,Buffalo
B-26523," $8,204.00 "," $2,382.00 ",6,Office Supplies,Pens,UPI,20-10-2020,20,10,2020,Kristen Harper,New York,Buffalo
B-26219," $9,386.00 "," $2,555.00 ",20,Office Supplies,Markers,Credit Card,20-10-2022,20,10,2022,Anthony Lane,Ohio,Cleveland
B-26095," $1,156.00 ", $74.00 ,15,Electronics,Printers,EMI,20-10-2021,20,10,2021,Leroy Harris,Texas,Houston
B-26095," $9,406.00 "," $1,137.00 ",16,Office Supplies,Markers,UPI,20-10-2021,20,10,2021,Leroy Harris,Texas,Houston
B-25901," $9,883.00 "," $4,812.00 ",16,Office Supplies,Paper,UPI,20-10-2020,20,10,2020,Jeffrey Middleton,New York,Buffalo
B-25901," $5,210.00 "," $1,185.00 ",7,Office Supplies,Paper,UPI,20-10-2020,20,10,2020,Jeffrey Middleton,New York,Buffalo
B-25669," $5,899.00 "," $2,264.00 ",6,Office Supplies,Binders,EMI,20-10-2023,20,10,2023,Adam Stevens,New York,Buffalo
B-25768," $5,354.00 ", $743.00 ,10,Furniture,Bookcases,UPI,19-10-2021,19,10,2021,Ricardo Dixon,Illinois,Springfield
B-25423," $6,385.00 "," $2,656.00 ",11,Electronics,Printers,Credit Card,19-10-2022,19,10,2022,Candace Martinez,Florida,Tampa
B-25620, $721.00 , $258.00 ,13,Electronics,Laptops,Debit Card,18-10-2023,18,10,2023,Benjamin Meadows,Illinois,Peoria
B-25620," $8,364.00 "," $3,055.00 ",17,Electronics,Laptops,Credit Card,18-10-2023,18,10,2023,Benjamin Meadows,Illinois,Peoria
B-25620," $5,234.00 "," $2,021.00 ",15,Furniture,Bookcases,EMI,18-10-2023,18,10,2023,Benjamin Meadows,Illinois,Peoria
B-25010," $7,870.00 "," $1,057.00 ",15,Office Supplies,Pens,Credit Card,18-10-2023,18,10,2023,Howard Esparza,Texas,Houston
B-26466," $5,457.00 "," $1,765.00 ",7,Electronics,Printers,EMI,17-10-2024,17,10,2024,Karina Barr,Texas,Dallas
B-26466," $3,479.00 "," $1,087.00 ",2,Office Supplies,Markers,EMI,17-10-2024,17,10,2024,Karina Barr,Texas,Dallas
B-25901," $9,883.00 "," $4,812.00 ",16,Office Supplies,Paper,UPI,17-10-2021,17,10,2021,Leslie Bean,Illinois,Springfield
B-25901," $5,210.00 "," $1,185.00 ",7,Office Supplies,Paper,UPI,17-10-2021,17,10,2021,Leslie Bean,Illinois,Springfield
B-25830," $3,839.00 "," $1,415.00 ",10,Office Supplies,Binders,UPI,17-10-2023,17,10,2023,Vincent Roth,California,Los Angeles
B-25730," $2,863.00 ", $205.00 ,17,Electronics,Phones,UPI,17-10-2020,17,10,2020,Ms. Emily Baxter,New York,Rochester
B-25730," $8,293.00 "," $2,632.00 ",8,Office Supplies,Binders,COD,17-10-2020,17,10,2020,Ms. Emily Baxter,New York,Rochester
B-25612," $7,163.00 "," $1,536.00 ",1,Electronics,Phones,EMI,17-10-2023,17,10,2023,Carlos Wells,California,San Diego
B-25839," $4,521.00 "," $1,778.00 ",9,Office Supplies,Paper,Debit Card,15-10-2024,15,10,2024,David Allen,Florida,Tampa
B-25359, $611.00 , $300.00 ,3,Furniture,Bookcases,Credit Card,15-10-2020,15,10,2020,Jack Woods,Illinois,Peoria
B-26125, $912.00 , $246.00 ,2,Furniture,Sofas,EMI,13-10-2023,13,10,2023,Benjamin Higgins,New York,Rochester
B-26125," $7,690.00 "," $1,134.00 ",4,Electronics,Electronic Games,COD,13-10-2023,13,10,2023,Benjamin Higgins,New York,Rochester
B-26656," $8,055.00 ", $661.00 ,10,Electronics,Phones,EMI,12-10-2022,12,10,2022,Michael Rodriguez,New York,Rochester
B-26656," $3,573.00 ", $562.00 ,7,Office Supplies,Pens,EMI,12-10-2022,12,10,2022,Michael Rodriguez,New York,Rochester
B-26470," $3,090.00 ", $573.00 ,6,Furniture,Tables,EMI,12-10-2021,12,10,2021,Elizabeth King,Texas,Dallas
B-26470," $9,683.00 "," $1,014.00 ",5,Electronics,Printers,UPI,12-10-2021,12,10,2021,Elizabeth King,Texas,Dallas
B-25495," $7,519.00 ", $402.00 ,14,Office Supplies,Paper,UPI,12-10-2022,12,10,2022,Sandra Hicks,California,San Diego
B-25495," $1,564.00 ", $674.00 ,13,Electronics,Electronic Games,Debit Card,12-10-2022,12,10,2022,Sandra Hicks,California,San Diego
B-25189," $7,620.00 ", $125.00 ,4,Office Supplies,Paper,EMI,12-10-2024,12,10,2024,Matthew Blake,California,San Francisco
B-26817," $3,316.00 ", $126.00 ,6,Electronics,Laptops,COD,11-10-2020,11,10,2020,Debra Townsend,Ohio,Cincinnati
B-26284," $5,152.00 "," $2,045.00 ",14,Electronics,Phones,UPI,11-10-2023,11,10,2023,Daniel Burns,New York,Rochester
B-26942," $1,525.00 ", $185.00 ,12,Office Supplies,Pens,Debit Card,09-10-2021,9,10,2021,Clayton Smith,Florida,Miami
B-25936," $9,992.00 "," $3,696.00 ",20,Office Supplies,Pens,Debit Card,09-10-2021,9,10,2021,Patrick Williams,New York,Rochester
B-25936," $9,619.00 "," $3,420.00 ",7,Office Supplies,Binders,UPI,09-10-2021,9,10,2021,Patrick Williams,New York,Rochester
B-26489," $6,223.00 "," $1,478.00 ",3,Furniture,Sofas,Debit Card,08-10-2022,8,10,2022,Brett Sutton,Texas,Austin
B-26489," $3,297.00 ", $102.00 ,12,Electronics,Phones,Credit Card,08-10-2022,8,10,2022,Brett Sutton,Texas,Austin
B-26489," $2,791.00 ", $894.00 ,14,Electronics,Laptops,COD,08-10-2022,8,10,2022,Brett Sutton,Texas,Austin
B-26489," $8,943.00 "," $3,121.00 ",17,Furniture,Chairs,Debit Card,08-10-2022,8,10,2022,Brett Sutton,Texas,Austin
B-26038," $8,400.00 ", $267.00 ,5,Electronics,Phones,Debit Card,08-10-2024,8,10,2024,Kimberly King,Ohio,Columbus
B-26038," $4,963.00 "," $1,254.00 ",15,Office Supplies,Paper,EMI,08-10-2024,8,10,2024,Kimberly King,Ohio,Columbus
B-25060," $1,379.00 ", $250.00 ,3,Office Supplies,Pens,Credit Card,08-10-2020,8,10,2020,Jonathan Mcmillan,New York,Buffalo
B-25060," $4,244.00 ", $340.00 ,10,Electronics,Laptops,Debit Card,08-10-2020,8,10,2020,Jonathan Mcmillan,New York,Buffalo
B-26592," $9,832.00 "," $1,270.00 ",1,Office Supplies,Pens,COD,07-10-2022,7,10,2022,James Hernandez,California,San Francisco
B-26592, $796.00 , $153.00 ,15,Office Supplies,Pens,Credit Card,07-10-2022,7,10,2022,James Hernandez,California,San Francisco
B-26139," $3,132.00 ", $963.00 ,1,Furniture,Tables,Debit Card,07-10-2022,7,10,2022,Casey Garcia,Florida,Orlando
B-26139," $3,958.00 ", $630.00 ,15,Furniture,Sofas,EMI,07-10-2022,7,10,2022,Casey Garcia,Florida,Orlando
B-26122," $4,116.00 ", $921.00 ,20,Office Supplies,Paper,UPI,07-10-2024,7,10,2024,Michael Jimenez,California,Los Angeles
B-25545," $3,900.00 ", $115.00 ,9,Furniture,Chairs,COD,07-10-2023,7,10,2023,Lawrence Oliver,Illinois,Springfield
B-25436," $8,044.00 "," $3,634.00 ",3,Office Supplies,Markers,COD,07-10-2022,7,10,2022,Anthony West,California,San Diego
B-26325," $5,449.00 "," $2,389.00 ",2,Electronics,Phones,UPI,06-10-2022,6,10,2022,James Benitez,Florida,Miami
B-26041," $9,498.00 ", $256.00 ,12,Electronics,Phones,COD,06-10-2021,6,10,2021,Jerry Alvarado,New York,New York City
B-25298," $8,104.00 "," $1,039.00 ",6,Office Supplies,Markers,COD,06-10-2021,6,10,2021,Carolyn Gonzalez,Florida,Miami
B-26842," $5,916.00 "," $1,594.00 ",19,Electronics,Printers,Debit Card,05-10-2023,5,10,2023,Ashley Adams MD,Florida,Orlando
B-26842," $6,402.00 "," $2,770.00 ",19,Office Supplies,Markers,Debit Card,05-10-2023,5,10,2023,Ashley Adams MD,Florida,Orlando
B-25819," $2,589.00 ", $605.00 ,11,Office Supplies,Pens,EMI,05-10-2024,5,10,2024,Eric Johnson,Ohio,Cleveland
B-25794," $7,417.00 "," $1,334.00 ",16,Furniture,Bookcases,COD,05-10-2021,5,10,2021,Amber Flowers,Florida,Tampa
B-25488," $1,388.00 ", $345.00 ,5,Furniture,Sofas,UPI,05-10-2024,5,10,2024,Christopher Thomas,New York,New York City
B-25488," $8,555.00 "," $1,638.00 ",8,Electronics,Laptops,Credit Card,05-10-2024,5,10,2024,Christopher Thomas,New York,New York City
B-25064," $4,628.00 "," $1,491.00 ",17,Electronics,Electronic Games,UPI,05-10-2023,5,10,2023,Kelly Jones,New York,Rochester
B-25064," $6,109.00 "," $3,040.00 ",9,Furniture,Chairs,EMI,05-10-2023,5,10,2023,Kelly Jones,New York,Rochester
B-26563," $4,314.00 "," $1,591.00 ",5,Furniture,Tables,Debit Card,04-10-2021,4,10,2021,Lauren Howell,New York,Buffalo
B-25757," $7,560.00 ", $821.00 ,4,Office Supplies,Paper,EMI,04-10-2021,4,10,2021,Ms. Kim Jordan,Illinois,Chicago
B-25203," $2,321.00 ", $505.00 ,6,Furniture,Chairs,EMI,04-10-2022,4,10,2022,Daniel Flowers,Illinois,Springfield
B-26794," $2,831.00 "," $1,289.00 ",12,Furniture,Chairs,Debit Card,02-10-2020,2,10,2020,Colin Patterson,New York,New York City
B-26794," $2,137.00 ", $638.00 ,12,Furniture,Bookcases,Debit Card,02-10-2020,2,10,2020,Colin Patterson,New York,New York City
B-26743," $7,684.00 "," $1,157.00 ",12,Furniture,Sofas,COD,02-10-2020,2,10,2020,Cameron Miller,Illinois,Chicago
B-25241," $9,905.00 ", $633.00 ,17,Office Supplies,Pens,EMI,02-10-2021,2,10,2021,David Clark,Florida,Tampa
B-26878," $1,078.00 ", $309.00 ,3,Electronics,Phones,Credit Card,01-10-2020,1,10,2020,Jasmin Jones,Illinois,Chicago
B-26554," $7,564.00 "," $3,463.00 ",5,Office Supplies,Paper,Credit Card,01-10-2024,1,10,2024,Renee Gomez,Florida,Miami
B-26554," $3,409.00 "," $1,605.00 ",20,Electronics,Electronic Games,UPI,01-10-2024,1,10,2024,Renee Gomez,Florida,Miami
B-26845," $7,633.00 ", $184.00 ,13,Office Supplies,Pens,COD,30-09-2021,30,9,2021,Shannon Patterson,Illinois,Springfield
B-26586," $2,239.00 ", $828.00 ,1,Electronics,Printers,UPI,30-09-2023,30,9,2023,Robert Daniels,Illinois,Chicago
B-26586," $2,450.00 "," $1,002.00 ",4,Electronics,Phones,Debit Card,30-09-2023,30,9,2023,Robert Daniels,Illinois,Chicago
B-25919," $2,140.00 ", $970.00 ,4,Office Supplies,Paper,Credit Card,30-09-2020,30,9,2020,Jillian Williams,California,San Diego
B-25919," $2,670.00 "," $1,026.00 ",1,Electronics,Laptops,Debit Card,30-09-2020,30,9,2020,Jillian Williams,California,San Diego
B-25364," $8,649.00 "," $2,631.00 ",13,Electronics,Laptops,EMI,30-09-2020,30,9,2020,Travis Chandler DDS,New York,Rochester
B-25823," $3,228.00 ", $476.00 ,9,Office Supplies,Paper,COD,29-09-2022,29,9,2022,Kathleen Cox,New York,New York City
B-26740," $9,369.00 "," $3,297.00 ",6,Electronics,Printers,Debit Card,27-09-2023,27,9,2023,Stephanie Manning,Florida,Orlando
B-26740," $8,680.00 "," $4,068.00 ",20,Electronics,Printers,Credit Card,27-09-2023,27,9,2023,Stephanie Manning,Florida,Orlando
B-26740," $3,067.00 "," $1,475.00 ",8,Electronics,Laptops,UPI,27-09-2023,27,9,2023,Stephanie Manning,Florida,Orlando
B-26501," $8,851.00 "," $3,962.00 ",7,Furniture,Tables,EMI,26-09-2020,26,9,2020,Ricky Smith,Florida,Miami
B-26023," $1,518.00 ", $159.00 ,19,Electronics,Printers,UPI,26-09-2020,26,9,2020,Stephanie Gardner,California,San Diego
B-26076," $2,750.00 "," $1,239.00 ",11,Electronics,Phones,Debit Card,24-09-2024,24,9,2024,Sean Smith,Ohio,Cleveland
B-26076," $8,639.00 "," $3,104.00 ",19,Office Supplies,Pens,EMI,24-09-2024,24,9,2024,Sean Smith,Ohio,Cleveland
B-25350," $7,699.00 ", $246.00 ,5,Electronics,Electronic Games,Debit Card,23-09-2023,23,9,2023,Mark Fry,Texas,Austin
B-26268," $4,369.00 ", $584.00 ,13,Office Supplies,Pens,Credit Card,22-09-2022,22,9,2022,Ashley Petty,Illinois,Peoria
B-25861," $9,989.00 "," $3,930.00 ",14,Furniture,Tables,Debit Card,22-09-2022,22,9,2022,Cassandra Farley,Florida,Orlando
B-25861," $9,851.00 "," $2,669.00 ",19,Electronics,Electronic Games,Debit Card,22-09-2022,22,9,2022,Cassandra Farley,Florida,Orlando
B-26790," $3,445.00 "," $1,405.00 ",16,Furniture,Sofas,EMI,21-09-2020,21,9,2020,Jennifer Cooke,California,San Francisco
B-26790," $9,837.00 ", $384.00 ,1,Electronics,Laptops,UPI,21-09-2020,21,9,2020,Jennifer Cooke,California,San Francisco
B-26505," $8,158.00 "," $2,052.00 ",13,Electronics,Phones,Debit Card,21-09-2020,21,9,2020,Mary Wright,Ohio,Cincinnati
B-26397," $6,200.00 "," $2,321.00 ",18,Furniture,Tables,Credit Card,21-09-2024,21,9,2024,Tonya Long,Florida,Miami
B-26698," $1,860.00 ", $457.00 ,13,Electronics,Printers,EMI,20-09-2023,20,9,2023,Susan Ramirez,Ohio,Cleveland
B-26119," $3,956.00 ", $142.00 ,12,Office Supplies,Pens,Debit Card,20-09-2023,20,9,2023,Jeffrey Henderson,Florida,Tampa
B-26119," $6,449.00 "," $2,628.00 ",11,Furniture,Bookcases,EMI,20-09-2023,20,9,2023,Jeffrey Henderson,Florida,Tampa
B-26628," $9,609.00 "," $4,339.00 ",3,Furniture,Sofas,Debit Card,19-09-2024,19,9,2024,George Ashley,Texas,Houston
B-25988," $2,463.00 ", $648.00 ,18,Furniture,Tables,EMI,19-09-2022,19,9,2022,Connie Holmes,Ohio,Cincinnati
B-26672," $1,518.00 ", $155.00 ,13,Office Supplies,Markers,Credit Card,18-09-2023,18,9,2023,Renee Robinson,Ohio,Columbus
B-26672," $1,366.00 ", $242.00 ,17,Electronics,Electronic Games,EMI,18-09-2023,18,9,2023,Renee Robinson,Ohio,Columbus
B-26742," $4,358.00 ", $526.00 ,19,Electronics,Phones,Credit Card,17-09-2024,17,9,2024,Tony Maddox,California,San Francisco
B-26742," $6,459.00 ", $825.00 ,8,Electronics,Phones,Credit Card,17-09-2024,17,9,2024,Tony Maddox,California,San Francisco
B-25747," $7,131.00 ", $718.00 ,12,Electronics,Printers,UPI,17-09-2023,17,9,2023,Nicholas Martin,Florida,Tampa
B-25747," $2,962.00 "," $1,470.00 ",1,Electronics,Phones,COD,17-09-2023,17,9,2023,Nicholas Martin,Florida,Tampa
B-25747," $4,200.00 ", $855.00 ,10,Office Supplies,Markers,EMI,17-09-2023,17,9,2023,Nicholas Martin,Florida,Tampa
B-26228," $8,537.00 "," $3,586.00 ",13,Office Supplies,Markers,UPI,16-09-2022,16,9,2022,Kathryn Gray,New York,Rochester
B-25388," $5,047.00 "," $2,211.00 ",13,Furniture,Sofas,EMI,16-09-2022,16,9,2022,Shawn Leach,Illinois,Peoria
B-26312," $1,760.00 ", $619.00 ,16,Furniture,Sofas,Debit Card,15-09-2021,15,9,2021,Jonathan Alvarez,Ohio,Columbus
B-26312," $6,351.00 ", $986.00 ,15,Electronics,Printers,UPI,15-09-2021,15,9,2021,Jonathan Alvarez,Ohio,Columbus
B-25424," $6,515.00 ", $961.00 ,11,Furniture,Sofas,Debit Card,15-09-2020,15,9,2020,Jill Perez,California,San Diego
B-25424," $1,574.00 ", $258.00 ,17,Office Supplies,Pens,EMI,15-09-2020,15,9,2020,Jill Perez,California,San Diego
B-25424," $5,635.00 ", $318.00 ,17,Office Supplies,Binders,UPI,15-09-2020,15,9,2020,Jill Perez,California,San Diego
B-26679," $3,234.00 "," $1,274.00 ",10,Furniture,Tables,EMI,14-09-2023,14,9,2023,Leonard Gonzalez,California,San Francisco
B-26679," $8,102.00 "," $1,800.00 ",5,Office Supplies,Markers,UPI,14-09-2023,14,9,2023,Leonard Gonzalez,California,San Francisco
B-25596," $6,707.00 "," $1,041.00 ",20,Electronics,Phones,Credit Card,14-09-2021,14,9,2021,Steven Proctor,Texas,Austin
B-25889," $7,992.00 ", $893.00 ,12,Electronics,Laptops,Credit Card,13-09-2024,13,9,2024,Jennifer Hernandez,Ohio,Cleveland
B-25701," $5,680.00 "," $2,159.00 ",19,Furniture,Tables,UPI,13-09-2023,13,9,2023,Suzanne Cross,Texas,Austin
B-25701," $1,167.00 ", $463.00 ,5,Office Supplies,Pens,UPI,13-09-2023,13,9,2023,Suzanne Cross,Texas,Austin
B-25701," $2,841.00 ", $803.00 ,20,Electronics,Laptops,Credit Card,13-09-2023,13,9,2023,Suzanne Cross,Texas,Austin
B-25497," $2,047.00 ", $914.00 ,5,Office Supplies,Markers,Debit Card,13-09-2024,13,9,2024,Paul Bryant,New York,Buffalo
B-25497," $2,995.00 ", $220.00 ,14,Furniture,Bookcases,Credit Card,13-09-2024,13,9,2024,Paul Bryant,New York,Buffalo
B-26841," $8,077.00 ", $240.00 ,15,Furniture,Sofas,Credit Card,12-09-2020,12,9,2020,Jill Jones,New York,New York City
B-26841," $9,827.00 "," $4,208.00 ",13,Furniture,Chairs,Debit Card,12-09-2020,12,9,2020,Jill Jones,New York,New York City
B-25030," $4,057.00 "," $1,012.00 ",6,Electronics,Laptops,Credit Card,12-09-2022,12,9,2022,Eric Nunez,California,San Diego
